0.009,0.568
0.011,0.552
0.012,0.539
0.014,0.529
0.016,0.528
0.018,0.526
0.02,0.525
0.022,0.523
0.024,0.522
0.026,0.521
0.028,0.52
0.03,0.52
0.032,0.519
0.034,0.518
0.036,0.518
0.038,0.518
0.043,0.518
0.049,0.518
0.058,0.518
0.069,0.518
0.079,0.519
0.089,0.519
0.097,0.519
0.106,0.519
0.114,0.52
0.121,0.52
0.128,0.52
0.135,0.52
0.142,0.521
0.149,0.521
0.154,0.521
0.16,0.521
0.166,0.522
0.172,0.522
0.178,0.522
0.184,0.523
0.191,0.523
0.197,0.523
0.203,0.523
0.209,0.524
0.216,0.524
0.223,0.525
0.231,0.525
0.237,0.525
0.244,0.526
0.25,0.526
0.256,0.527
0.262,0.527
0.266,0.527
0.271,0.528
0.277,0.528
0.282,0.529
0.288,0.529
0.295,0.53
0.303,0.53
0.311,0.531
0.319,0.532
0.328,0.532
0.336,0.533
0.344,0.534
0.351,0.534
0.359,0.535
0.364,0.536
0.372,0.536
0.378,0.537
0.385,0.538
0.391,0.538
0.396,0.539
0.401,0.539
0.405,0.54
0.409,0.54
0.413,0.541
0.416,0.541
0.419,0.541
0.422,0.542
0.425,0.542
0.428,0.542
0.43,0.543
0.433,0.543
0.436,0.543
0.44,0.544
0.443,0.544
0.446,0.545
0.449,0.545
0.452,0.545
0.455,0.546
0.458,0.546
0.461,0.546
0.465,0.547
0.468,0.547
0.472,0.548
0.475,0.548
0.477,0.549
0.48,0.549
0.482,0.549
0.483,0.549
0.484,0.549
0.484,0.549
0.484,0.549
0.483,0.549
0.482,0.549
0.481,0.549
0.479,0.549
0.477,0.548
0.475,0.548
